,school_state,resource_type,poverty_level,total_donations,funding_status,date_posted
825447,NY,Books,high poverty,246,completed,2015-03-23 00:00:00
69897,NY,Technology,high poverty,135,expired,2008-01-13 00:00:00
252802,VT,Technology,high poverty,382,completed,2010-11-22 00:00:00
706290,MA,Books,highest poverty,389,completed,2014-08-24 00:00:00
820224,CA,Technology,high poverty,946,completed,2015-03-11 00:00:00
393757,CA,Supplies,highest poverty,25,expired,2012-02-16 00:00:00
388601,CA,Technology,high poverty,0,expired,2012-02-05 00:00:00
88580,CA,Supplies,highest poverty,323,completed,2008-05-20 00:00:00
816260,CA,Supplies,moderate poverty,671,completed,2015-03-02 00:00:00
599455,HI,Technology,high poverty,338,completed,2013-11-10 00:00:00
581063,UT,Books,moderate poverty,487,completed,2013-10-10 00:00:00
32400,CA,Trips,moderate poverty,187,reallocated,2006-10-31 00:00:00
703220,FL,Technology,moderate poverty,507,completed,2014-08-23 00:00:00
491707,NE,Supplies,highest poverty,0,expired,2013-01-17 00:00:00
675010,MA,Other,highest poverty,160,completed,2014-06-23 00:00:00
208466,MS,Books,highest poverty,333,completed,2010-06-24 00:00:00
199725,IL,Supplies,highest poverty,491,completed,2010-04-20 00:00:00
53904,IL,Supplies,highest poverty,297,completed,2007-10-10 00:00:00
25871,NY,Books,highest poverty,703,completed,2006-08-24 00:00:00
319072,AZ,Technology,high poverty,0,expired,2011-07-28 00:00:00
169748,CO,Supplies,highest poverty,0,expired,2009-10-29 00:00:00
384327,DC,Technology,highest poverty,1114,completed,2012-01-30 00:00:00
536400,WV,Supplies,high poverty,202,completed,2013-07-21 00:00:00
378568,CA,Technology,highest poverty,778,completed,2012-01-20 00:00:00
661014,SC,Technology,high poverty,0,expired,2014-05-03 00:00:00
166979,OR,Supplies,moderate poverty,444,completed,2009-10-14 00:00:00
111433,VT,Supplies,high poverty,353,completed,2008-11-27 00:00:00
294615,MA,Books,highest poverty,434,completed,2011-03-30 00:00:00
754893,MO,Trips,high poverty,1468,completed,2014-10-10 00:00:00
256147,NY,Books,highest poverty,471,completed,2010-12-06 00:00:00
657675,CA,Supplies,highest poverty,439,completed,2014-04-18 00:00:00
735142,MA,Books,highest poverty,468,completed,2014-09-17 00:00:00
489874,CA,Technology,highest poverty,380,expired,2013-01-10 00:00:00
750273,MO,Books,high poverty,342,completed,2014-10-02 00:00:00
157216,OK,Supplies,moderate poverty,315,completed,2009-09-14 00:00:00
867681,IN,Supplies,highest poverty,233,completed,2015-07-28 00:00:00
614013,NY,Technology,highest poverty,0,expired,2013-12-10 00:00:00
22599,NY,Books,highest poverty,162,completed,2006-06-01 00:00:00
202603,IN,Technology,high poverty,0,expired,2010-05-06 00:00:00
234904,CA,Supplies,highest poverty,559,completed,2010-09-26 00:00:00
287570,NC,Technology,highest poverty,90,expired,2011-03-07 00:00:00
390633,DC,Books,moderate poverty,185,completed,2012-02-10 00:00:00
71051,VA,Technology,highest poverty,523,completed,2008-01-20 00:00:00
864000,KY,Books,highest poverty,0,live,2015-07-21 00:00:00
789271,WI,Books,high poverty,536,completed,2014-12-30 00:00:00
716116,UT,Technology,moderate poverty,1944,completed,2014-09-02 00:00:00
784168,PA,Books,highest poverty,372,completed,2014-12-12 00:00:00
718645,TX,Books,highest poverty,931,completed,2014-09-04 00:00:00
410432,IN,Supplies,highest poverty,425,completed,2012-04-17 00:00:00
401079,CA,Technology,highest poverty,0,expired,2012-03-10 00:00:00
793093,TX,Technology,high poverty,1291,completed,2015-01-13 00:00:00
554099,SC,Supplies,high poverty,20,expired,2013-08-31 00:00:00
32826,CA,Books,highest poverty,609,completed,2006-11-06 00:00:00
447237,NC,Other,highest poverty,805,completed,2012-09-16 00:00:00
143618,MS,Other,highest poverty,465,completed,2009-07-12 00:00:00
109182,NY,Other,high poverty,0,expired,2008-11-07 00:00:00
560238,UT,Technology,high poverty,0,expired,2013-09-07 00:00:00
723997,MI,Supplies,highest poverty,507,completed,2014-09-07 00:00:00
28708,CA,Technology,high poverty,600,reallocated,2006-09-14 00:00:00
434718,FL,Supplies,highest poverty,358,completed,2012-08-20 00:00:00
76758,WV,Supplies,high poverty,200,expired,2008-02-19 00:00:00
543877,CA,Other,highest poverty,0,expired,2013-08-11 00:00:00
503405,CA,Supplies,highest poverty,595,completed,2013-02-24 00:00:00
827119,TX,Technology,high poverty,20,expired,2015-03-27 00:00:00
747567,TN,Other,highest poverty,10,expired,2014-09-28 00:00:00
711748,IL,Technology,highest poverty,328,completed,2014-08-29 00:00:00
566740,CA,Technology,low poverty,280,expired,2013-09-17 00:00:00
220893,TX,Technology,highest poverty,996,completed,2010-08-24 00:00:00
139952,NY,Supplies,highest poverty,171,completed,2009-06-02 00:00:00
231325,DC,Technology,high poverty,5,reallocated,2010-09-18 00:00:00
385458,CA,Technology,moderate poverty,943,completed,2012-01-31 00:00:00
279785,CA,Supplies,highest poverty,53,expired,2011-02-11 00:00:00
280273,CT,Supplies,highest poverty,668,completed,2011-02-13 00:00:00
515525,TX,Technology,highest poverty,378,completed,2013-04-16 00:00:00
123939,CA,Supplies,highest poverty,50,expired,2009-02-17 00:00:00
78576,MS,Books,highest poverty,553,completed,2008-03-03 00:00:00
375281,CA,Supplies,high poverty,191,completed,2012-01-14 00:00:00
389921,IN,Technology,highest poverty,0,expired,2012-02-07 00:00:00
750759,TX,Technology,high poverty,50,expired,2014-10-03 00:00:00
120100,OK,Other,highest poverty,1043,completed,2009-01-27 00:00:00
737785,MD,Technology,highest poverty,449,completed,2014-09-19 00:00:00
241371,NY,Supplies,low poverty,164,completed,2010-10-10 00:00:00
644629,NC,Technology,highest poverty,32,expired,2014-03-11 00:00:00
8485,NC,Supplies,highest poverty,267,completed,2005-03-23 00:00:00
157919,VA,Other,moderate poverty,0,expired,2009-09-16 00:00:00
62728,OK,Other,highest poverty,370,completed,2007-11-25 00:00:00
478175,CA,Books,highest poverty,556,completed,2012-11-29 00:00:00
521505,FL,Supplies,highest poverty,351,completed,2013-05-15 00:00:00
630826,SC,Supplies,highest poverty,412,completed,2014-02-04 00:00:00
629420,MT,Other,highest poverty,5,expired,2014-01-31 00:00:00
128414,UT,Technology,moderate poverty,160,completed,2009-03-15 00:00:00
868306,MI,Supplies,high poverty,50,live,2015-07-29 00:00:00
147060,IL,Books,high poverty,274,completed,2009-08-09 00:00:00
33907,IL,Technology,highest poverty,0,expired,2006-11-15 00:00:00
836244,MI,Other,moderate poverty,457,completed,2015-04-23 00:00:00
578118,GA,Books,highest poverty,435,completed,2013-10-06 00:00:00
761449,IL,Supplies,moderate poverty,0,expired,2014-10-20 00:00:00
783322,MI,Technology,high poverty,0,expired,2014-12-09 00:00:00
387195,CA,Technology,high poverty,0,expired,2012-02-03 00:00:00
294909,TN,Technology,highest poverty,628,completed,2011-03-31 00:00:00
377873,MO,Supplies,highest poverty,0,expired,2012-01-20 00:00:00
707118,LA,Other,highest poverty,40,expired,2014-08-24 00:00:00
240331,AZ,Supplies,highest poverty,411,completed,2010-10-09 00:00:00
657169,PA,Books,highest poverty,535,completed,2014-04-17 00:00:00
127339,SC,Books,highest poverty,350,completed,2009-03-11 00:00:00
471576,IL,Technology,highest poverty,10,expired,2012-11-06 00:00:00
802800,NY,Supplies,highest poverty,271,completed,2015-01-31 00:00:00
212991,NM,Supplies,highest poverty,504,completed,2010-07-27 00:00:00
562643,LA,Other,moderate poverty,141,expired,2013-09-11 00:00:00
74454,CA,Books,moderate poverty,615,completed,2008-02-05 00:00:00
298104,FL,Other,highest poverty,140,expired,2011-04-06 00:00:00
402635,SC,Supplies,high poverty,465,completed,2012-03-15 00:00:00
31,NY,Books,highest poverty,1559,completed,2002-09-18 00:00:00
254732,OK,Supplies,high poverty,190,completed,2010-12-03 00:00:00
14295,NY,Supplies,highest poverty,401,completed,2005-11-04 00:00:00
781496,CA,Technology,moderate poverty,0,expired,2014-12-06 00:00:00
81363,VA,Books,highest poverty,448,completed,2008-03-17 00:00:00
69146,CA,Books,highest poverty,0,expired,2008-01-07 00:00:00
588079,DC,Technology,highest poverty,647,completed,2013-10-21 00:00:00
228029,CA,Supplies,high poverty,0,expired,2010-09-11 00:00:00
13542,NC,Supplies,highest poverty,0,expired,2005-10-13 00:00:00
509081,VA,Books,high poverty,155,expired,2013-03-17 00:00:00
296869,TX,Supplies,high poverty,205,completed,2011-04-04 00:00:00
588767,GA,Other,highest poverty,0,expired,2013-10-23 00:00:00
11601,NC,Supplies,highest poverty,0,expired,2005-08-23 00:00:00
786295,WA,Technology,highest poverty,0,expired,2014-12-19 00:00:00
452563,MA,Supplies,highest poverty,225,completed,2012-09-29 00:00:00
746480,CA,Technology,highest poverty,589,completed,2014-09-27 00:00:00
139112,FL,Supplies,highest poverty,191,completed,2009-05-27 00:00:00
750618,NH,Trips,high poverty,212,expired,2014-10-03 00:00:00
765726,IL,Other,highest poverty,729,expired,2014-10-27 00:00:00
278411,MS,Technology,highest poverty,888,completed,2011-02-06 00:00:00
695791,NC,Supplies,highest poverty,308,completed,2014-08-16 00:00:00
260533,AR,Books,highest poverty,549,completed,2010-12-14 00:00:00
552068,MI,Other,highest poverty,403,completed,2013-08-27 00:00:00
204140,CO,Supplies,moderate poverty,269,completed,2010-05-18 00:00:00
37635,IN,Books,highest poverty,544,completed,2007-01-24 00:00:00
453576,CA,Other,high poverty,25,expired,2012-09-30 00:00:00
504865,TX,Technology,moderate poverty,904,completed,2013-03-01 00:00:00
453089,CA,Technology,low poverty,1077,completed,2012-09-30 00:00:00
375985,NJ,Books,highest poverty,890,completed,2012-01-15 00:00:00
429553,TX,Books,high poverty,411,completed,2012-08-03 00:00:00
793991,CA,Books,highest poverty,481,completed,2015-01-15 00:00:00
124774,NY,Supplies,moderate poverty,356,completed,2009-02-23 00:00:00
6756,CA,Technology,moderate poverty,163,completed,2004-12-11 00:00:00
176518,CO,Technology,moderate poverty,404,completed,2009-12-12 00:00:00
732744,TX,Technology,high poverty,0,expired,2014-09-14 00:00:00
329200,NY,Other,highest poverty,862,completed,2011-08-28 00:00:00
785637,AR,Technology,high poverty,16,expired,2014-12-16 00:00:00
441980,NY,Technology,highest poverty,944,completed,2012-09-05 00:00:00
454771,CA,Other,high poverty,1278,completed,2012-10-02 00:00:00
268457,NC,Supplies,high poverty,1,expired,2011-01-09 00:00:00
252404,TN,Technology,highest poverty,532,completed,2010-11-20 00:00:00
441046,UT,Other,highest poverty,20,expired,2012-09-03 00:00:00
163581,OK,Supplies,highest poverty,284,completed,2009-10-02 00:00:00
166730,SC,Books,highest poverty,223,completed,2009-10-13 00:00:00
115095,VA,Technology,high poverty,0,expired,2008-12-19 00:00:00
215285,NY,Books,highest poverty,467,completed,2010-08-06 00:00:00
248705,NC,Other,highest poverty,10,expired,2010-11-03 00:00:00
255442,TX,Books,highest poverty,0,expired,2010-12-04 00:00:00
701063,CA,Technology,low poverty,0,expired,2014-08-22 00:00:00
121809,FL,Technology,highest poverty,25,expired,2009-02-06 00:00:00
687634,CA,Technology,high poverty,10,expired,2014-07-31 00:00:00
382198,TX,Supplies,moderate poverty,368,completed,2012-01-28 00:00:00
557891,CA,Supplies,highest poverty,0,expired,2013-09-04 00:00:00
328179,CA,Books,highest poverty,217,completed,2011-08-25 00:00:00
747022,TX,Supplies,low poverty,0,expired,2014-09-27 00:00:00
124916,CA,Supplies,high poverty,355,completed,2009-02-24 00:00:00
415997,DE,Technology,highest poverty,0,expired,2012-05-18 00:00:00
664491,CA,Technology,highest poverty,1850,completed,2014-05-14 00:00:00
253939,SD,Technology,high poverty,65,expired,2010-11-28 00:00:00
628887,PA,Technology,highest poverty,1454,completed,2014-01-30 00:00:00
454950,IL,Technology,highest poverty,186,completed,2012-10-02 00:00:00
795166,CA,Other,highest poverty,383,completed,2015-01-17 00:00:00
265598,NY,Technology,highest poverty,564,completed,2010-12-31 00:00:00
782796,VA,Supplies,highest poverty,917,completed,2014-12-07 00:00:00
130081,CA,Books,highest poverty,402,completed,2009-03-29 00:00:00
62640,WI,Technology,moderate poverty,626,completed,2007-11-24 00:00:00
627322,IN,Technology,highest poverty,666,expired,2014-01-25 00:00:00
207529,OK,Books,highest poverty,0,expired,2010-06-15 00:00:00
733156,TX,Other,highest poverty,0,expired,2014-09-14 00:00:00
289079,OK,Supplies,highest poverty,603,completed,2011-03-13 00:00:00
564527,CO,Supplies,highest poverty,0,expired,2013-09-14 00:00:00
871334,IN,Supplies,high poverty,200,live,2015-08-02 00:00:00
699289,VA,Supplies,high poverty,290,completed,2014-08-20 00:00:00
284833,OH,Other,highest poverty,0,expired,2011-02-26 00:00:00
556781,OR,Technology,highest poverty,367,completed,2013-09-03 00:00:00
439706,CA,Other,high poverty,1046,completed,2012-09-02 00:00:00
853449,NY,Supplies,highest poverty,1755,live,2015-06-15 00:00:00
570567,SC,Technology,highest poverty,178,completed,2013-09-23 00:00:00
160154,MO,Other,highest poverty,321,completed,2009-09-22 00:00:00
710020,OK,Supplies,highest poverty,260,completed,2014-08-28 00:00:00
853804,CA,Books,highest poverty,50,live,2015-06-16 00:00:00
368939,CA,Other,moderate poverty,110,reallocated,2011-12-23 00:00:00
650272,TX,Books,highest poverty,473,completed,2014-03-25 00:00:00
537989,GA,Supplies,highest poverty,326,completed,2013-07-26 00:00:00
371617,IL,Technology,highest poverty,389,completed,2012-01-06 00:00:00
75187,NY,Supplies,high poverty,295,completed,2008-02-10 00:00:00
239639,MD,Supplies,highest poverty,771,completed,2010-10-06 00:00:00
418495,CA,Technology,high poverty,723,completed,2012-06-03 00:00:00
206764,FL,Supplies,highest poverty,0,expired,2010-06-08 00:00:00
844631,CO,Supplies,high poverty,120,live,2015-05-18 00:00:00
730356,AK,Books,high poverty,443,completed,2014-09-13 00:00:00
869808,IL,Technology,highest poverty,0,live,2015-08-01 00:00:00
600310,AR,Technology,highest poverty,50,expired,2013-11-11 00:00:00
498402,MO,Supplies,highest poverty,426,completed,2013-02-08 00:00:00
572377,IA,Books,moderate poverty,189,completed,2013-09-27 00:00:00
527023,OK,Other,high poverty,32325,completed,2013-06-12 00:00:00
236831,LA,Supplies,highest poverty,50,expired,2010-09-30 00:00:00
838545,WA,Technology,highest poverty,0,live,2015-05-02 00:00:00
206399,CO,Technology,moderate poverty,5,expired,2010-06-05 00:00:00
475295,NY,Supplies,high poverty,637,completed,2012-11-19 00:00:00
404930,TX,Supplies,high poverty,335,completed,2012-03-22 00:00:00
52805,CT,Books,highest poverty,192,completed,2007-10-01 00:00:00
59927,NC,Books,high poverty,173,completed,2007-11-08 00:00:00
637263,NC,Supplies,highest poverty,170,completed,2014-02-22 00:00:00
521506,FL,Other,highest poverty,244,completed,2013-05-15 00:00:00
333609,PA,Technology,moderate poverty,470,completed,2011-09-10 00:00:00
778360,MO,Supplies,high poverty,0,expired,2014-11-25 00:00:00
282329,CA,Books,highest poverty,443,completed,2011-02-18 00:00:00
415378,CO,Other,highest poverty,212,completed,2012-05-13 00:00:00
302288,OH,Books,moderate poverty,483,completed,2011-04-17 00:00:00
276853,NY,Supplies,highest poverty,0,expired,2011-02-01 00:00:00
751881,WA,Supplies,low poverty,417,completed,2014-10-05 00:00:00
551103,IL,Books,highest poverty,233,completed,2013-08-25 00:00:00
813414,NY,Supplies,highest poverty,231,completed,2015-02-23 00:00:00
369528,NY,Books,moderate poverty,75,expired,2011-12-27 00:00:00
767192,NY,Technology,highest poverty,2666,completed,2014-11-01 00:00:00
607305,NY,Technology,highest poverty,405,completed,2013-11-24 00:00:00
543198,OR,Books,highest poverty,478,completed,2013-08-09 00:00:00
379821,GA,Technology,high poverty,297,completed,2012-01-22 00:00:00
436375,NY,Supplies,highest poverty,312,completed,2012-08-25 00:00:00
702110,NC,Books,high poverty,463,completed,2014-08-22 00:00:00
577308,CA,Supplies,high poverty,283,completed,2013-10-05 00:00:00
124241,IL,Other,highest poverty,404,completed,2009-02-20 00:00:00
458258,SC,Other,highest poverty,511,completed,2012-10-08 00:00:00
635128,WI,Supplies,high poverty,250,expired,2014-02-15 00:00:00
105299,NC,Books,highest poverty,0,expired,2008-10-11 00:00:00
58974,KS,Supplies,highest poverty,574,completed,2007-11-05 00:00:00
828826,CA,Technology,highest poverty,0,expired,2015-03-30 00:00:00
526716,NC,Supplies,high poverty,3,expired,2013-06-10 00:00:00
290604,CA,Supplies,moderate poverty,0,expired,2011-03-18 00:00:00
598373,LA,Technology,high poverty,0,expired,2013-11-08 00:00:00
351611,CA,Technology,highest poverty,2681,completed,2011-11-04 00:00:00
342407,WA,Supplies,high poverty,516,completed,2011-10-02 00:00:00
699293,IL,Technology,highest poverty,536,completed,2014-08-20 00:00:00
179106,NY,Books,highest poverty,440,completed,2009-12-27 00:00:00
100363,DC,Books,moderate poverty,453,completed,2008-09-10 00:00:00
743426,CA,Supplies,high poverty,0,expired,2014-09-24 00:00:00
228168,CA,Books,highest poverty,540,completed,2010-09-11 00:00:00
675813,NY,Technology,moderate poverty,349,completed,2014-06-24 00:00:00
783825,FL,Technology,moderate poverty,233,completed,2014-12-11 00:00:00
27399,LA,Books,highest poverty,653,completed,2006-09-05 00:00:00
562112,NY,Supplies,highest poverty,214,completed,2013-09-10 00:00:00
342586,MA,Books,highest poverty,956,completed,2011-10-02 00:00:00
71511,LA,Books,moderate poverty,0,expired,2008-01-22 00:00:00
774598,ME,Supplies,high poverty,204,completed,2014-11-16 00:00:00
628054,CA,Technology,high poverty,692,completed,2014-01-27 00:00:00
131852,WV,Supplies,highest poverty,489,completed,2009-04-09 00:00:00
54149,IN,Other,highest poverty,0,expired,2007-10-11 00:00:00
402235,DC,Technology,high poverty,563,completed,2012-03-14 00:00:00
876061,SC,Books,highest poverty,0,live,2015-08-13 00:00:00
803036,OH,Technology,high poverty,0,expired,2015-01-31 00:00:00
504677,NJ,Technology,moderate poverty,990,completed,2013-02-28 00:00:00
452802,CA,Supplies,moderate poverty,25,expired,2012-09-30 00:00:00
